group,task,cell,idx,origin,parents,val,parent_val,val_delta,mc_at_disc,prompt_chars,n_predictors
phase_a_qwen,musique,summarize_before_budget_proportional_s0,5,reflect,[3],0.48,0.3333333333333333,0.14666666666666667,1761,4671,4
phase_a_qwen,musique,summarize_before_budget_proportional_s0,6,reflect,[3],0.3466666666666667,0.3333333333333333,0.013333333333333364,2211,4336,4
phase_a_qwen,musique,summarize_before_budget_proportional_s0,7,merge,"[1, 5]",0.5066666666666667,0.48,0.026666666666666727,2516,5397,4
phase_a_qwen,musique,summarize_before_budget_proportional_s0,8,reflect,[3],0.48333333333333334,0.3333333333333333,0.15000000000000002,2846,4529,4
phase_a_qwen,musique,summarize_before_budget_proportional_s0,9,merge,"[2, 7]",0.47,0.5066666666666667,-0.036666666666666736,3151,3102,4
phase_a_qwen,musique,summarize_before_budget_proportional_s0,10,reflect,[9],0.5066666666666667,0.47,0.036666666666666736,3487,4463,4
phase_a_qwen,musique,summarize_before_budget_proportional_s0,11,merge,"[7, 8]",0.5133333333333333,0.5066666666666667,0.006666666666666599,3792,6316,4
phase_a_qwen,musique,summarize_before_budget_proportional_s0,12,reflect,[2],0.3233333333333333,0.3333333333333333,-0.010000000000000009,4116,4626,4
phase_a_qwen,musique,summarize_before_budget_proportional_s0,13,merge,"[4, 8]",0.5,0.48333333333333334,0.016666666666666663,4421,3176,4
phase_a_qwen,musique,summarize_before_budget_proportional_s0,14,reflect,[10],0.45666666666666667,0.5066666666666667,-0.050000000000000044,4793,6417,4
phase_a_qwen,musique,summarize_before_budget_proportional_s0,15,merge,"[8, 10]",0.51,0.5066666666666667,0.0033333333333332993,5098,5841,4
phase_a_qwen,musique,summarize_before_budget_proportional_s0,16,reflect,[8],0.48,0.48333333333333334,-0.003333333333333355,5404,6104,4
phase_a_qwen,musique,summarize_before_budget_proportional_s0,17,merge,"[2, 8]",0.5133333333333333,0.48333333333333334,0.02999999999999997,5709,3738,4
phase_a_qwen,musique,summarize_before_budget_proportional_s0,18,reflect,[4],0.3333333333333333,0.32,0.013333333333333308,6021,5676,4
phase_a_qwen,musique,summarize_before_budget_proportional_s0,19,merge,"[15, 17]",0.5166666666666667,0.5133333333333333,0.0033333333333334103,6326,6166,4
phase_a_qwen,musique,summarize_before_budget_proportional_s0,20,reflect,[2],0.32,0.3333333333333333,-0.013333333333333308,6698,4566,4
phase_a_qwen,musique,summarize_before_immediate_s0,0,seed,[None],0.31,,,0,307,4
phase_a_qwen,musique,summarize_before_immediate_s0,1,reflect,[0],0.31,0.31,0.0,306,4228,4
phase_a_qwen,musique,summarize_before_immediate_s0,2,reflect,[0],0.33666666666666667,0.31,0.026666666666666672,699,2594,4
phase_a_qwen,musique,summarize_before_immediate_s0,3,reflect,[2],0.3933333333333333,0.33666666666666667,0.05666666666666664,1047,4254,4
phase_a_qwen,musique,summarize_before_immediate_s0,4,merge,"[1, 3]",0.39,0.3933333333333333,-0.0033333333333332993,1352,5749,4
phase_a_qwen,musique,summarize_before_immediate_s0,5,reflect,[4],0.4166666666666667,0.39,0.026666666666666672,1799,7463,4
phase_a_qwen,musique,summarize_before_immediate_s0,6,reflect,[1],0.3,0.31,-0.010000000000000009,2264,5631,4
phase_a_qwen,musique,summarize_before_immediate_s0,7,reflect,[0],0.33,0.31,0.020000000000000018,2582,2985,4
phase_a_qwen,musique,summarize_before_immediate_s0,8,merge,"[4, 7]",0.3933333333333333,0.39,0.0033333333333332993,2887,5677,4
phase_a_qwen,musique,summarize_before_immediate_s0,9,reflect,[0],0.3,0.31,-0.010000000000000009,3328,2400,4
phase_a_qwen,musique,summarize_before_immediate_s0,10,merge,"[3, 7]",0.39,0.3933333333333333,-0.0033333333333332993,3633,5689,4
phase_a_qwen,musique,summarize_before_immediate_s0,11,reflect,[1],0.49,0.31,0.18,3987,6253,4
phase_a_qwen,musique,summarize_before_immediate_s0,12,merge,"[5, 7]",0.38,0.4166666666666667,-0.03666666666666668,4292,6976,4
phase_a_qwen,musique,summarize_before_immediate_s0,13,reflect,[4],0.4066666666666667,0.39,0.016666666666666663,4730,7374,4
phase_a_qwen,musique,summarize_before_immediate_s0,14,reflect,[13],0.4033333333333333,0.4066666666666667,-0.003333333333333355,5143,9254,4
phase_a_qwen,musique,summarize_before_immediate_s0,15,merge,"[12, 13]",0.3933333333333333,0.4066666666666667,-0.013333333333333364,5448,7618,4
phase_a_qwen,musique,summarize_before_immediate_s0,16,reflect,[12],0.3933333333333333,0.38,0.013333333333333308,5754,7952,4
phase_a_qwen,musique,summarize_before_immediate_s0,17,merge,"[14, 15]",0.38666666666666666,0.4033333333333333,-0.016666666666666663,6059,9498,4
phase_a_qwen,musique,summarize_before_immediate_s0,18,reflect,[5],0.4066666666666667,0.4166666666666667,-0.010000000000000009,6419,7620,4
phase_a_qwen,musique,summarize_before_immediate_s0,19,merge,"[11, 12]",0.47333333333333333,0.49,-0.016666666666666663,6724,7598,4
phase_a_qwen,musique,summarize_before_score_plateau_s0,0,seed,[None],0.30666666666666664,,,0,307,4
phase_a_qwen,musique,summarize_before_score_plateau_s0,1,reflect,[0],0.31,0.30666666666666664,0.003333333333333355,306,4228,4
phase_a_qwen,musique,summarize_before_score_plateau_s0,2,reflect,[0],0.3333333333333333,0.30666666666666664,0.026666666666666672,699,2594,4
phase_a_qwen,musique,summarize_before_score_plateau_s0,3,reflect,[0],0.3333333333333333,0.30666666666666664,0.026666666666666672,1059,2679,4
phase_a_qwen,musique,summarize_before_score_plateau_s0,4,reflect,[2],0.32666666666666666,0.3333333333333333,-0.006666666666666654,1431,3590,4
phase_a_qwen,musique,summarize_before_score_plateau_s0,5,reflect,[3],0.48,0.3333333333333333,0.14666666666666667,1761,4671,4
phase_a_qwen,musique,summarize_before_score_plateau_s0,6,reflect,[4],0.33666666666666667,0.32666666666666666,0.010000000000000009,2175,4684,4
phase_a_qwen,musique,summarize_before_score_plateau_s0,7,reflect,[5],0.47333333333333333,0.48,-0.006666666666666654,2481,6669,4
phase_a_qwen,musique,summarize_before_score_plateau_s0,8,reflect,[5],0.4766666666666667,0.48,-0.0033333333333332993,2877,5957,4
phase_a_qwen,musique,summarize_before_score_plateau_s0,9,reflect,[3],0.35,0.3333333333333333,0.016666666666666663,3249,5630,4
phase_a_qwen,musique,summarize_before_score_plateau_s0,10,merge,"[5, 9]",0.47333333333333333,0.48,-0.006666666666666654,3554,7622,4
phase_a_qwen,musique,summarize_before_score_plateau_s0,11,reflect,[4],0.33666666666666667,0.32666666666666666,0.010000000000000009,3914,5969,4
phase_a_qwen,musique,summarize_before_score_plateau_s0,12,reflect,[11],0.5033333333333333,0.33666666666666667,0.16666666666666663,4232,7657,4
phase_a_qwen,musique,summarize_before_score_plateau_s0,13,reflect,[12],0.49333333333333335,0.5033333333333333,-0.009999999999999953,4592,8646,4
phase_a_qwen,musique,summarize_before_score_plateau_s0,14,reflect,[2],0.4266666666666667,0.3333333333333333,0.09333333333333338,5306,4442,4
phase_a_qwen,musique,summarize_before_score_plateau_s0,15,reflect,[10],0.4633333333333333,0.47333333333333333,-0.010000000000000009,5708,8530,4
phase_a_qwen,musique,summarize_before_score_plateau_s0,16,merge,"[3, 13]",0.5033333333333333,0.49333333333333335,0.009999999999999953,6013,7360,4
phase_a_qwen,musique,summarize_before_score_plateau_s0,17,reflect,[4],0.3333333333333333,0.32666666666666666,0.006666666666666654,6355,4845,4
phase_a_qwen,musique,summarize_before_score_plateau_s0,18,reflect,[12],0.49666666666666665,0.5033333333333333,-0.006666666666666654,6796,9014,4
phase_a_qwen,2wiki,combine_all_budget_proportional_s0,0,seed,[None],0.25,,,0,307,4
phase_a_qwen,2wiki,combine_all_budget_proportional_s0,1,reflect,[0],0.26666666666666666,0.25,0.016666666666666663,501,2185,4
phase_a_qwen,2wiki,combine_all_budget_proportional_s0,2,reflect,[1],0.75,0.26666666666666666,0.48333333333333334,933,4091,4
phase_a_qwen,2wiki,combine_all_budget_proportional_s0,3,reflect,[2],0.7566666666666667,0.75,0.00666666666666671,1266,5628,4
phase_a_qwen,2wiki,combine_all_budget_proportional_s0,4,reflect,[2],0.75,0.75,0.0,1707,5867,4
phase_a_qwen,2wiki,combine_all_budget_proportional_s0,5,reflect,[4],0.7433333333333333,0.75,-0.00666666666666671,2091,8690,4
phase_a_qwen,2wiki,combine_all_budget_proportional_s0,6,reflect,[2],0.77,0.75,0.020000000000000018,2397,5855,4
phase_a_qwen,2wiki,combine_all_budget_proportional_s0,7,reflect,[6],0.7533333333333333,0.77,-0.01666666666666672,2910,7681,4
phase_a_qwen,2wiki,combine_all_budget_proportional_s0,8,reflect,[3],0.7266666666666667,0.7566666666666667,-0.030000000000000027,3222,6766,4
phase_a_qwen,2wiki,combine_all_budget_proportional_s0,9,reflect,[4],0.7566666666666667,0.75,0.00666666666666671,3696,6462,4
phase_a_qwen,2wiki,combine_all_budget_proportional_s0,10,reflect,[9],0.7466666666666667,0.7566666666666667,-0.010000000000000009,4206,7196,4
phase_a_qwen,2wiki,combine_all_budget_proportional_s0,11,reflect,[9],0.76,0.7566666666666667,0.0033333333333332993,4554,6288,4
phase_a_qwen,2wiki,combine_all_budget_proportional_s0,12,reflect,[6],0.7633333333333333,0.77,-0.00666666666666671,4905,6994,4
phase_a_qwen,2wiki,combine_all_budget_proportional_s0,13,reflect,[3],0.7533333333333333,0.7566666666666667,-0.0033333333333334103,5415,7569,4
phase_a_qwen,2wiki,combine_all_budget_proportional_s0,14,merge,"[6, 13]",0.7533333333333333,0.77,-0.01666666666666672,5720,11311,4
phase_a_qwen,2wiki,combine_all_budget_proportional_s0,15,reflect,[6],0.73,0.77,-0.040000000000000036,6437,7745,4
phase_a_qwen,2wiki,combine_all_budget_proportional_s0,16,merge,"[14, 15]",0.7366666666666667,0.7533333333333333,-0.016666666666666607,6742,16943,4
phase_a_qwen,2wiki,combine_all_immediate_s0,0,seed,[None],0.25,,,0,307,4
phase_a_qwen,2wiki,combine_all_immediate_s0,1,reflect,[0],0.44333333333333336,0.25,0.19333333333333336,447,2145,4
phase_a_qwen,2wiki,combine_all_immediate_s0,2,reflect,[1],0.45,0.44333333333333336,0.006666666666666654,783,3701,4
phase_a_qwen,2wiki,combine_all_immediate_s0,3,reflect,[1],0.7366666666666667,0.44333333333333336,0.29333333333333333,1188,2604,4
phase_a_qwen,2wiki,combine_all_immediate_s0,4,merge,"[2, 3]",0.7266666666666667,0.7366666666666667,-0.010000000000000009,1493,4160,4
phase_a_qwen,2wiki,combine_all_immediate_s0,5,reflect,[2],0.5166666666666667,0.45,0.06666666666666671,1799,5478,4
phase_a_qwen,2wiki,combine_all_immediate_s0,6,merge,"[2, 3]",0.7266666666666667,0.7366666666666667,-0.010000000000000009,2104,6109,4
phase_a_qwen,2wiki,combine_all_immediate_s0,7,reflect,[6],0.7866666666666666,0.7266666666666667,0.05999999999999994,2563,5159,4
phase_a_qwen,2wiki,combine_all_immediate_s0,8,merge,"[5, 7]",0.79,0.7866666666666666,0.0033333333333334103,2868,8885,4
phase_a_qwen,2wiki,combine_all_immediate_s0,9,reflect,[7],0.7833333333333333,0.7866666666666666,-0.0033333333333332993,3177,7623,4
phase_a_qwen,2wiki,combine_all_immediate_s0,10,reflect,[9],0.7933333333333333,0.7833333333333333,0.010000000000000009,3612,9017,4
phase_a_qwen,2wiki,combine_all_immediate_s0,11,merge,"[8, 10]",0.7933333333333333,0.7933333333333333,0.0,3917,12843,4
phase_a_qwen,2wiki,combine_all_immediate_s0,12,reflect,[8],0.7866666666666666,0.79,-0.0033333333333334103,4658,10631,4
phase_a_qwen,2wiki,combine_all_immediate_s0,13,reflect,[7],0.77,0.7866666666666666,-0.016666666666666607,5618,5203,4
phase_a_qwen,2wiki,combine_all_immediate_s0,14,reflect,[7],0.7733333333333333,0.7866666666666666,-0.013333333333333308,6650,7080,4
phase_a_qwen,2wiki,combine_all_score_plateau_s0,0,seed,[None],0.25,,,0,307,4
phase_a_qwen,2wiki,combine_all_score_plateau_s0,1,reflect,[0],0.24333333333333335,0.25,-0.006666666666666654,480,2254,4
phase_a_qwen,2wiki,combine_all_score_plateau_s0,2,reflect,[1],0.2633333333333333,0.24333333333333335,0.019999999999999962,885,3506,4
phase_a_qwen,2wiki,combine_all_score_plateau_s0,3,reflect,[0],0.19333333333333333,0.25,-0.05666666666666667,1272,2091,4
phase_a_qwen,2wiki,combine_all_score_plateau_s0,4,reflect,[0],0.4,0.25,0.15000000000000002,1656,2358,4
phase_a_qwen,2wiki,combine_all_score_plateau_s0,5,reflect,[4],0.6066666666666667,0.4,0.20666666666666667,2004,2741,4
phase_a_qwen,2wiki,combine_all_score_plateau_s0,6,reflect,[5],0.54,0.6066666666666667,-0.06666666666666665,2322,4725,4
phase_a_qwen,2wiki,combine_all_score_plateau_s0,7,reflect,[2],0.7933333333333333,0.2633333333333333,0.53,2676,5444,4
phase_a_qwen,2wiki,combine_all_score_plateau_s0,8,reflect,[4],0.38,0.4,-0.020000000000000018,3018,4762,4
phase_a_qwen,2wiki,combine_all_score_plateau_s0,9,reflect,[4],0.4033333333333333,0.4,0.0033333333333332993,3330,4830,4
phase_a_qwen,2wiki,combine_all_score_plateau_s0,10,reflect,[9],0.38333333333333336,0.4033333333333333,-0.019999999999999962,3660,7537,4
phase_a_qwen,2wiki,combine_all_score_plateau_s0,11,merge,"[6, 9]",0.5233333333333333,0.54,-0.01666666666666672,3965,7197,4
phase_a_qwen,2wiki,combine_all_score_plateau_s0,12,reflect,[6],0.53,0.54,-0.010000000000000009,4469,5030,4
phase_a_qwen,2wiki,combine_all_score_plateau_s0,13,reflect,[6],0.5266666666666666,0.54,-0.01333333333333342,4775,6470,4
phase_a_qwen,2wiki,combine_all_score_plateau_s0,14,reflect,[13],0.5433333333333333,0.5266666666666666,0.01666666666666672,5111,8246,4
phase_a_qwen,2wiki,combine_all_score_plateau_s0,15,merge,"[9, 14]",0.55,0.5433333333333333,0.00666666666666671,5416,10718,4
phase_a_qwen,2wiki,combine_all_score_plateau_s0,16,reflect,[6],0.48333333333333334,0.54,-0.0566666666666667,5722,6691,4
phase_a_qwen,2wiki,combine_all_score_plateau_s0,17,reflect,[6],0.7466666666666667,0.54,0.20666666666666667,6142,5137,4
phase_a_qwen,2wiki,combine_all_score_plateau_s0,18,reflect,[17],0.7466666666666667,0.7466666666666667,0.0,6592,7307,4
phase_a_qwen,2wiki,nomerge_s0,0,seed,[None],0.25,,,0,307,4
phase_a_qwen,2wiki,nomerge_s0,1,reflect,[0],0.24333333333333335,0.25,-0.006666666666666654,480,2254,4
phase_a_qwen,2wiki,nomerge_s0,2,reflect,[1],0.2633333333333333,0.24333333333333335,0.019999999999999962,885,3506,4
phase_a_qwen,2wiki,nomerge_s0,3,reflect,[0],0.19333333333333333,0.25,-0.05666666666666667,1272,2091,4
phase_a_qwen,2wiki,nomerge_s0,4,reflect,[0],0.4,0.25,0.15000000000000002,1656,2358,4
phase_a_qwen,2wiki,nomerge_s0,5,reflect,[4],0.6233333333333333,0.4,0.22333333333333327,2004,2741,4
phase_a_qwen,2wiki,nomerge_s0,6,reflect,[5],0.5566666666666666,0.6233333333333333,-0.06666666666666665,2322,4725,4
phase_a_qwen,2wiki,nomerge_s0,7,reflect,[2],0.7933333333333333,0.2633333333333333,0.53,2676,5444,4
phase_a_qwen,2wiki,nomerge_s0,8,reflect,[4],0.38,0.4,-0.020000000000000018,3018,4762,4
phase_a_qwen,2wiki,nomerge_s0,9,reflect,[4],0.4033333333333333,0.4,0.0033333333333332993,3330,4830,4
phase_a_qwen,2wiki,nomerge_s0,10,reflect,[9],0.38333333333333336,0.4033333333333333,-0.019999999999999962,3660,7537,4
phase_a_qwen,2wiki,nomerge_s0,11,reflect,[6],0.7,0.5566666666666666,0.1433333333333333,3978,4929,4
phase_a_qwen,2wiki,nomerge_s0,12,reflect,[7],0.7933333333333333,0.7933333333333333,0.0,4398,7128,4
phase_a_qwen,2wiki,nomerge_s0,13,reflect,[9],0.4,0.4033333333333333,-0.0033333333333332993,4947,5695,4
phase_a_qwen,2wiki,nomerge_s0,14,reflect,[11],0.68,0.7,-0.019999999999999907,5319,6977,4
phase_a_qwen,2wiki,nomerge_s0,15,reflect,[14],0.6833333333333333,0.68,0.0033333333333332993,5625,8364,4
phase_a_qwen,2wiki,nomerge_s0,16,reflect,[11],0.7066666666666667,0.7,0.00666666666666671,6003,7556,4
phase_a_qwen,2wiki,nomerge_s0,17,reflect,[7],0.7866666666666666,0.7933333333333333,-0.00666666666666671,6357,6562,4
phase_a_qwen,2wiki,nomerge_s0,18,reflect,[16],0.7066666666666667,0.7066666666666667,0.0,6822,8248,4
phase_a_qwen,2wiki,original_budget_proportional_s0,0,seed,[None],0.25,,,0,307,4
phase_a_qwen,2wiki,original_budget_proportional_s0,1,reflect,[0],0.26666666666666666,0.25,0.016666666666666663,477,2871,4
phase_a_qwen,2wiki,original_budget_proportional_s0,2,reflect,[1],0.25,0.26666666666666666,-0.016666666666666663,897,4229,4
phase_a_qwen,2wiki,original_budget_proportional_s0,3,reflect,[0],0.43666666666666665,0.25,0.18666666666666665,1215,2000,4
phase_a_qwen,2wiki,original_budget_proportional_s0,4,reflect,[0],0.25666666666666665,0.25,0.006666666666666654,1527,3176,4
phase_a_qwen,2wiki,original_budget_proportional_s0,5,reflect,[1],0.4666666666666667,0.26666666666666666,0.2,1857,4451,4
phase_a_qwen,2wiki,original_budget_proportional_s0,6,reflect,[3],0.49666666666666665,0.43666666666666665,0.06,2307,3050,4
phase_a_qwen,2wiki,original_budget_proportional_s0,7,merge,"[4, 6]",0.5066666666666667,0.49666666666666665,0.010000000000000064,2612,5919,4
phase_a_qwen,2wiki,original_budget_proportional_s0,8,reflect,[0],0.35333333333333333,0.25,0.10333333333333333,3035,1972,4
phase_a_qwen,2wiki,original_budget_proportional_s0,9,merge,"[1, 6]",0.5,0.49666666666666665,0.003333333333333355,3340,5614,4
phase_a_qwen,2wiki,original_budget_proportional_s0,10,reflect,[6],0.49333333333333335,0.49666666666666665,-0.0033333333333332993,3736,5397,4
phase_a_qwen,2wiki,original_budget_proportional_s0,11,merge,"[4, 5]",0.4666666666666667,0.4666666666666667,0.0,4041,4451,4
phase_a_qwen,2wiki,original_budget_proportional_s0,12,reflect,[0],0.23666666666666666,0.25,-0.013333333333333336,4473,2473,4
phase_a_qwen,2wiki,original_budget_proportional_s0,13,merge,"[1, 7]",0.5066666666666667,0.5066666666666667,0.0,4778,5919,4
phase_a_qwen,2wiki,original_budget_proportional_s0,14,reflect,[0],0.25,0.25,0.0,5204,2511,4
phase_a_qwen,2wiki,original_budget_proportional_s0,15,merge,"[13, 14]",0.5066666666666667,0.5066666666666667,0.0,5509,5919,4
phase_a_qwen,2wiki,original_budget_proportional_s0,16,reflect,[0],0.23333333333333334,0.25,-0.016666666666666663,6178,2306,4
phase_a_qwen,2wiki,original_budget_proportional_s0,17,merge,"[11, 15]",0.5,0.5066666666666667,-0.00666666666666671,6483,5614,4
phase_a_qwen,2wiki,original_budget_proportional_s0,18,reflect,[6],0.5,0.49666666666666665,0.003333333333333355,6852,5363,4
phase_a_qwen,2wiki,original_immediate_s0,0,seed,[None],0.25,,,0,307,4
phase_a_qwen,2wiki,original_immediate_s0,1,reflect,[0],0.24,0.25,-0.010000000000000009,480,2254,4
phase_a_qwen,2wiki,original_immediate_s0,2,reflect,[1],0.26,0.24,0.020000000000000018,885,3506,4
phase_a_qwen,2wiki,original_immediate_s0,3,reflect,[1],0.25333333333333335,0.24,0.013333333333333364,1314,3788,4
phase_a_qwen,2wiki,original_immediate_s0,4,merge,"[2, 3]",0.26666666666666666,0.26,0.006666666666666654,1619,5040,4
phase_a_qwen,2wiki,original_immediate_s0,5,reflect,[0],0.74,0.25,0.49,1967,2557,4
phase_a_qwen,2wiki,original_immediate_s0,6,merge,"[2, 5]",0.73,0.74,-0.010000000000000009,2272,5756,4
phase_a_qwen,2wiki,original_immediate_s0,7,reflect,[3],0.26666666666666666,0.25333333333333335,0.013333333333333308,2701,5517,4
phase_a_qwen,2wiki,original_immediate_s0,8,merge,"[2, 7]",0.26666666666666666,0.26666666666666666,0.0,3006,5517,4
phase_a_qwen,2wiki,original_immediate_s0,9,reflect,[6],0.74,0.73,0.010000000000000009,3369,7348,4
phase_a_qwen,2wiki,original_immediate_s0,10,merge,"[8, 9]",0.7433333333333333,0.74,0.0033333333333332993,3674,8882,4
phase_a_qwen,2wiki,original_immediate_s0,11,reflect,[5],0.74,0.74,0.0,4025,4961,4
phase_a_qwen,2wiki,original_immediate_s0,12,merge,"[9, 11]",0.74,0.74,0.0,4330,7348,4
phase_a_qwen,2wiki,original_immediate_s0,13,reflect,[8],0.31666666666666665,0.26666666666666666,0.04999999999999999,4738,7220,4
phase_a_qwen,2wiki,original_immediate_s0,14,merge,"[5, 13]",0.7466666666666667,0.74,0.00666666666666671,5043,7767,4
phase_a_qwen,2wiki,original_immediate_s0,15,reflect,[14],0.75,0.7466666666666667,0.0033333333333332993,5409,8755,4
phase_a_qwen,2wiki,original_immediate_s0,16,merge,"[10, 11]",0.7433333333333333,0.7433333333333333,0.0,5714,8882,4
phase_a_qwen,2wiki,original_immediate_s0,17,reflect,[16],0.7333333333333333,0.7433333333333333,-0.010000000000000009,6152,10052,4
phase_a_qwen,2wiki,original_immediate_s0,18,merge,"[15, 16]",0.7633333333333333,0.75,0.013333333333333308,6457,10347,4
phase_a_qwen,2wiki,original_score_plateau_s0,0,seed,[None],0.25,,,0,307,4
phase_a_qwen,2wiki,original_score_plateau_s0,1,reflect,[0],0.24333333333333335,0.25,-0.006666666666666654,480,2254,4
phase_a_qwen,2wiki,original_score_plateau_s0,2,reflect,[1],0.2633333333333333,0.24333333333333335,0.019999999999999962,885,3506,4
phase_a_qwen,2wiki,original_score_plateau_s0,3,reflect,[0],0.19333333333333333,0.25,-0.05666666666666667,1272,2091,4
phase_a_qwen,2wiki,original_score_plateau_s0,4,reflect,[0],0.4,0.25,0.15000000000000002,1656,2358,4
phase_a_qwen,2wiki,original_score_plateau_s0,5,reflect,[4],0.6133333333333333,0.4,0.21333333333333326,2004,2741,4
phase_a_qwen,2wiki,original_score_plateau_s0,6,reflect,[5],0.5566666666666666,0.6133333333333333,-0.05666666666666664,2322,4725,4
phase_a_qwen,2wiki,original_score_plateau_s0,7,reflect,[2],0.24,0.2633333333333333,-0.023333333333333317,2721,4263,4
phase_a_qwen,2wiki,original_score_plateau_s0,8,reflect,[2],0.26666666666666666,0.2633333333333333,0.003333333333333355,3039,4479,4
phase_a_qwen,2wiki,original_score_plateau_s0,9,merge,"[5, 8]",0.55,0.6133333333333333,-0.06333333333333324,3344,6913,4
phase_a_qwen,2wiki,original_score_plateau_s0,10,reflect,[6],0.54,0.5566666666666666,-0.016666666666666607,3710,6973,4
phase_a_qwen,2wiki,original_score_plateau_s0,11,reflect,[6],0.5566666666666666,0.5566666666666666,0.0,4055,6141,4
phase_a_qwen,2wiki,original_score_plateau_s0,12,reflect,[9],0.56,0.55,0.010000000000000009,4373,8857,4
phase_a_qwen,2wiki,original_score_plateau_s0,13,reflect,[9],0.5433333333333333,0.55,-0.00666666666666671,4771,7787,4
phase_a_qwen,2wiki,original_score_plateau_s0,14,reflect,[11],0.55,0.5566666666666666,-0.006666666666666599,5124,8067,4
phase_a_qwen,2wiki,original_score_plateau_s0,15,reflect,[5],0.56,0.6133333333333333,-0.05333333333333323,5435,4496,4
phase_a_qwen,2wiki,original_score_plateau_s0,16,merge,"[12, 13]",0.5366666666666666,0.56,-0.023333333333333428,5740,9731,4
phase_a_qwen,2wiki,original_score_plateau_s0,17,reflect,[5],0.7366666666666667,0.6133333333333333,0.1233333333333334,6118,3319,4
phase_a_qwen,2wiki,original_score_plateau_s0,18,merge,"[11, 12]",0.56,0.56,0.0,6423,8857,4
phase_a_qwen,2wiki,original_score_plateau_s0,19,reflect,[14],0.6833333333333333,0.55,0.1333333333333333,6801,8308,4
phase_a_qwen,2wiki,summarize_before_budget_proportional_s0,0,seed,[None],0.25,,,0,307,4
phase_a_qwen,2wiki,summarize_before_budget_proportional_s0,1,reflect,[0],0.24333333333333335,0.25,-0.006666666666666654,480,2254,4
phase_a_qwen,2wiki,summarize_before_budget_proportional_s0,2,reflect,[1],0.2633333333333333,0.24333333333333335,0.019999999999999962,885,3506,4
phase_a_qwen,2wiki,summarize_before_budget_proportional_s0,3,reflect,[0],0.19333333333333333,0.25,-0.05666666666666667,1272,2091,4
phase_a_qwen,2wiki,summarize_before_budget_proportional_s0,4,reflect,[0],0.4,0.25,0.15000000000000002,1656,2358,4
phase_a_qwen,2wiki,summarize_before_budget_proportional_s0,5,reflect,[4],0.6066666666666667,0.4,0.20666666666666667,2004,2741,4
phase_a_qwen,2wiki,summarize_before_budget_proportional_s0,6,merge,"[2, 4]",0.4033333333333333,0.4,0.0033333333333332993,2309,5557,4
phase_a_qwen,2wiki,summarize_before_budget_proportional_s0,7,reflect,[5],0.54,0.6066666666666667,-0.06666666666666665,2621,4725,4
phase_a_qwen,2wiki,summarize_before_budget_proportional_s0,8,merge,"[5, 6]",0.5366666666666666,0.6066666666666667,-0.07000000000000006,2926,5940,4
phase_a_qwen,2wiki,summarize_before_budget_proportional_s0,9,reflect,[8],0.5366666666666666,0.5366666666666666,0.0,3232,7471,4
phase_a_qwen,2wiki,summarize_before_budget_proportional_s0,10,merge,"[5, 6]",0.5366666666666666,0.6066666666666667,-0.07000000000000006,3537,5940,4
phase_a_qwen,2wiki,summarize_before_budget_proportional_s0,11,reflect,[9],0.75,0.5366666666666666,0.21333333333333337,3849,7802,4
phase_a_qwen,2wiki,summarize_before_budget_proportional_s0,12,merge,"[7, 11]",0.74,0.75,-0.010000000000000009,4154,9270,4
phase_a_qwen,2wiki,summarize_before_budget_proportional_s0,13,reflect,[7],0.5266666666666666,0.54,-0.01333333333333342,4613,6379,4
phase_a_qwen,2wiki,summarize_before_budget_proportional_s0,14,merge,"[6, 7]",0.5533333333333333,0.54,0.013333333333333308,4918,7673,4
phase_a_qwen,2wiki,summarize_before_budget_proportional_s0,15,reflect,[5],0.6,0.6066666666666667,-0.00666666666666671,5224,4268,4
phase_a_qwen,2wiki,summarize_before_budget_proportional_s0,16,merge,"[6, 15]",0.55,0.6,-0.04999999999999993,5529,7467,4
phase_a_qwen,2wiki,summarize_before_budget_proportional_s0,17,reflect,[14],0.7066666666666667,0.5533333333333333,0.15333333333333332,5835,8207,4
phase_a_qwen,2wiki,summarize_before_budget_proportional_s0,18,merge,"[6, 15]",0.55,0.6,-0.04999999999999993,6140,7467,4
phase_a_qwen,2wiki,summarize_before_budget_proportional_s0,19,reflect,[17],0.6966666666666667,0.7066666666666667,-0.010000000000000009,6500,8919,4
phase_a_qwen,2wiki,summarize_before_budget_proportional_s0,20,merge,"[11, 17]",0.7166666666666667,0.75,-0.033333333333333326,6805,9738,4
phase_a_qwen,2wiki,summarize_before_immediate_s0,0,seed,[None],0.25,,,0,307,4
phase_a_qwen,2wiki,summarize_before_immediate_s0,1,reflect,[0],0.24333333333333335,0.25,-0.006666666666666654,480,2254,4
phase_a_qwen,2wiki,summarize_before_immediate_s0,2,reflect,[1],0.2633333333333333,0.24333333333333335,0.019999999999999962,885,3506,4
phase_a_qwen,2wiki,summarize_before_immediate_s0,3,reflect,[2],0.24666666666666667,0.2633333333333333,-0.016666666666666635,1287,4581,4
phase_a_qwen,2wiki,summarize_before_immediate_s0,4,reflect,[0],0.41,0.25,0.15999999999999998,1716,1559,4
phase_a_qwen,2wiki,summarize_before_immediate_s0,5,merge,"[2, 4]",0.4,0.41,-0.009999999999999953,2021,4758,4
