model,dataset,algo,policy,event,run_dir,iteration,p1_idx,p2_idx,anc_idx,length_delta_vs_anc_total,sentence_entropy,predictor_entropy,coverage_min,coverage_p1,coverage_p2,novelty_fraction,behavioral_delta_rate,noop_predictor_rate,parent_gen_depth_max,subsample_win,subsample_tie,subsample_loss,snr_semantic_novelty_rate,slc_lost_count_max,n_merged_sentences,n_p1_sentences,n_p2_sentences,judge_clarity,judge_specificity,judge_internal_consistency,judge_coverage_vs_parents,judge_contradiction_present,selection_proxy_score
qwen3-8b,hover,combine_all,immediate,accepted,P3_result/phase_a_main/hover/combine_all_immediate_s0,60,4,13,1,1697,0.8263379784087624,0.946394630357186,0.8214798850574713,0.8214798850574713,1.0,0.0,0.0,0.25,5,0,3,2,0.0,0,105,36,93,5,5,5,5,False,0.3
qwen3-8b,hover,combine_all,immediate,accepted,P3_result/phase_a_main/hover/combine_all_immediate_s0,67,14,16,3,3240,0.9316304267271974,0.946394630357186,0.8020833333333334,0.9989316239316239,0.8020833333333334,0.0,0.0,0.25,7,0,4,1,0.0,0,179,117,132,5,5,5,5,False,0.4
qwen3-8b,hover,combine_all,immediate,accepted,P3_result/phase_a_main/hover/combine_all_immediate_s0,74,14,15,7,2146,0.641709867342047,0.946394630357186,0.8020833333333334,1.0,0.8020833333333334,0.0,0.0,0.5,6,0,3,2,0.0,0,130,117,105,5,5,5,5,False,0.3
qwen3-8b,hover,combine_all,score_plateau,accepted,P3_result/phase_a_main/hover/combine_all_score_plateau_s0,44,1,5,0,1230,0.5351688427223229,0.946394630357186,0.5731182795698925,0.5731182795698925,0.7803030303030303,0.0,0.0,0.25,3,0,4,1,0.0,0,83,23,67,5,5,5,5,False,0.4
qwen3-8b,hover,combine_all,score_plateau,accepted,P3_result/phase_a_main/hover/combine_all_score_plateau_s0,53,1,6,0,894,0.6717966308861809,0.946394630357186,0.6525974025974026,0.6525974025974026,0.7803030303030303,0.0,0.2,0.25,2,0,4,1,0.0,0,51,23,35,5,5,5,5,False,0.4
qwen3-8b,hover,combine_all,score_plateau,accepted,P3_result/phase_a_main/hover/combine_all_score_plateau_s0,77,8,11,5,663,0.8557152057551866,0.946394630357186,0.9790825308066687,0.9790825308066687,1.0,0.005244755244755245,0.0,0.5,5,0,4,1,0.0,0,102,83,85,5,5,5,5,False,0.4
qwen3-8b,hover,combine_all,score_plateau,accepted,P3_result/phase_a_main/hover/combine_all_score_plateau_s0,86,6,14,2,1905,0.48285520238915297,0.8112781244591328,0.4534713518173982,0.4534713518173982,1.0,0.002902757619738752,0.0,0.0,6,0,4,1,0.0,1,126,35,106,5,5,5,5,False,0.4
qwen3-8b,hover,original,budget_proportional,accepted,P3_result/phase_a_main/hover/original_budget_proportional_s0,45,3,5,0,1044,0.7918358565262624,0.946394630357186,0.5795785124393252,0.8064516129032258,0.5795785124393252,0.0,0.0,0.25,3,0,3,2,0.0,11,62,36,67,5,5,5,5,False,0.3
qwen3-8b,hover,original,budget_proportional,accepted,P3_result/phase_a_main/hover/original_budget_proportional_s0,53,3,6,0,949,0.7849803410818628,0.946394630357186,0.6229496283074696,0.8571428571428571,0.6229496283074696,0.0,0.0,0.25,2,0,4,1,0.0,1,55,36,35,5,5,5,5,False,0.4
qwen3-8b,hover,original,budget_proportional,accepted,P3_result/phase_a_main/hover/original_budget_proportional_s0,56,1,6,0,894,0.6717966308861809,0.946394630357186,0.6525974025974026,0.6525974025974026,0.7803030303030303,0.0,0.2,0.25,2,0,4,1,0.0,0,51,23,35,5,5,5,5,False,0.4
qwen3-8b,hover,original,budget_proportional,accepted,P3_result/phase_a_main/hover/original_budget_proportional_s0,87,4,7,0,901,0.6681273338436139,0.8112781244591328,0.4732128869161811,0.4732128869161811,1.0,0.0,0.0,0.25,3,0,3,2,0.0,2,53,45,53,5,5,5,5,False,0.3
qwen3-8b,hover,original,budget_proportional,accepted,P3_result/phase_a_main/hover/original_budget_proportional_s0,114,8,11,2,1171,0.8057362307072478,1.0,0.6490982109076651,0.7027158040123045,0.6490982109076651,0.0,0.0,0.0,4,0,4,1,0.0,1,80,62,52,5,5,5,5,False,0.4
qwen3-8b,hover,original,immediate,accepted,P3_result/phase_a_main/hover/original_immediate_s0,4,1,2,0,540,0.7747930465220335,0.946394630357186,0.7803030303030303,0.7954545454545454,0.7803030303030303,0.0,0.0,0.5,1,0,4,1,0.0,0,32,23,16,5,5,5,5,False,0.4
qwen3-8b,hover,original,immediate,accepted,P3_result/phase_a_main/hover/original_immediate_s0,13,2,4,0,595,0.5435644431995964,1.0,0.6229496283074696,0.6229496283074696,1.0,0.0,0.0,0.5,2,0,3,2,0.0,1,36,16,36,5,5,5,5,False,0.3
qwen3-8b,hover,original,immediate,accepted,P3_result/phase_a_main/hover/original_immediate_s0,32,5,6,2,721,0.7932007082907292,0.946394630357186,0.6229496283074696,0.8148148148148148,0.6229496283074696,0.0,0.0,0.25,3,0,3,2,0.0,1,58,36,39,5,5,5,5,False,0.3
qwen3-8b,hover,original,immediate,accepted,P3_result/phase_a_main/hover/original_immediate_s0,41,3,5,2,379,0.954434002924965,0.8112781244591328,0.8426465980044392,0.8426465980044392,1.0,0.0,0.0,0.75,3,0,3,2,0.0,1,36,32,36,5,5,5,5,False,0.3
qwen3-8b,hover,original,immediate,accepted,P3_result/phase_a_main/hover/original_immediate_s0,53,6,10,0,884,0.5254506799086206,0.8112781244591328,0.44482277221450406,0.44482277221450406,1.0,0.0,0.0,0.25,5,0,3,2,0.0,7,50,39,50,5,5,5,5,False,0.3
qwen3-8b,hover,original,immediate,accepted,P3_result/phase_a_main/hover/original_immediate_s0,55,9,12,5,535,0.8892881527272397,1.0,0.7223033033822476,0.7223033033822476,1.0,0.0,0.0,0.5,5,0,3,2,0.0,0,69,36,69,5,5,5,5,False,0.3
qwen3-8b,hover,original,immediate,accepted,P3_result/phase_a_main/hover/original_immediate_s0,90,2,14,0,894,0.5595932476170057,0.946394630357186,0.5823863636363636,0.5823863636363636,0.7954545454545454,0.0,0.0,0.25,2,0,3,2,0.0,0,51,16,42,5,5,5,5,False,0.3
qwen3-8b,hover,original,immediate,accepted,P3_result/phase_a_main/hover/original_immediate_s0,96,8,9,0,1122,0.9929768866085175,0.8112781244591328,0.8083333333333333,1.0,0.8083333333333333,0.0,0.0,0.75,5,0,3,2,0.0,0,64,64,36,5,5,5,5,False,0.3
qwen3-8b,hover,original,immediate,accepted,P3_result/phase_a_main/hover/original_immediate_s0,98,3,19,0,934,0.9817186717010526,0.946394630357186,0.7738095238095238,0.7738095238095238,0.7803030303030303,0.0,0.0,0.5,2,0,4,1,0.0,0,51,32,36,5,5,5,5,False,0.4
qwen3-8b,hover,original,score_plateau,accepted,P3_result/phase_a_main/hover/original_score_plateau_s0,32,3,6,0,949,0.7849803410818628,0.946394630357186,0.6229496283074696,0.8571428571428571,0.6229496283074696,0.0,0.0,0.25,2,0,3,2,0.0,1,55,36,35,5,5,5,5,False,0.3
qwen3-8b,hover,original,score_plateau,accepted,P3_result/phase_a_main/hover/original_score_plateau_s0,51,1,4,0,989,0.6247931075258445,0.946394630357186,0.6019061583577713,0.6019061583577713,0.7803030303030303,0.0,0.0,0.25,2,0,4,1,0.0,0,60,23,45,5,5,5,5,False,0.4
qwen3-8b,hover,original,score_plateau,accepted,P3_result/phase_a_main/hover/original_score_plateau_s0,57,7,15,2,1182,0.9848750167310901,0.946394630357186,0.6739355996896306,0.8064516129032258,0.6739355996896306,0.0,0.0,0.25,4,0,3,2,0.0,1,81,55,70,5,5,5,5,False,0.3
qwen3-8b,hover,original,score_plateau,accepted,P3_result/phase_a_main/hover/original_score_plateau_s0,117,7,10,3,673,0.978806993096136,0.946394630357186,0.8571428571428571,0.9762440704251049,0.8571428571428571,0.0,0.0,0.5,3,0,4,1,0.0,1,73,55,54,5,5,5,5,False,0.4
qwen3-8b,ifbench,combine_all,budget_proportional,accepted,P3_result/phase_a_main/ifbench/combine_all_budget_proportional_s0,27,3,5,0,424,0.8130474783783602,1.0,0.6538461538461539,1.0,0.6538461538461539,0.0,0.0,0.0,2,0,5,0,0.0,0,22,15,10,5,5,5,5,False,0.5
qwen3-8b,ifbench,combine_all,budget_proportional,accepted,P3_result/phase_a_main/ifbench/combine_all_budget_proportional_s0,31,2,7,0,459,0.842088781560647,1.0,1.0,1.0,1.0,0.012552301255230125,0.0,0.0,2,0,3,2,0.0,0,25,8,20,4,4,4,5,True,0.3
qwen3-8b,ifbench,combine_all,budget_proportional,accepted,P3_result/phase_a_main/ifbench/combine_all_budget_proportional_s0,36,5,9,0,6712,0.1432700321180351,1.0,0.6538461538461539,0.6538461538461539,0.9992350061199511,0.007853403141361256,0.0,0.0,2,0,3,2,0.0,0,58,10,51,5,5,5,5,False,0.3
qwen3-8b,ifbench,combine_all,immediate,accepted,P3_result/phase_a_main/ifbench/combine_all_immediate_s0,21,3,4,0,519,0.9471772432519089,1.0,0.9375,0.9375,1.0,0.012048192771084338,0.0,0.0,2,0,4,1,0.0,0,26,14,15,4,5,5,5,False,0.4
qwen3-8b,ifbench,combine_all,immediate,accepted,P3_result/phase_a_main/ifbench/combine_all_immediate_s0,50,5,10,1,573,0.9300894255562056,1.0,0.9866071428571428,0.9866071428571428,1.0,0.0,0.2,0.0,3,1,2,2,0.0,0,33,26,15,4,4,5,5,False,0.4
qwen3-8b,ifbench,combine_all,score_plateau,accepted,P3_result/phase_a_main/ifbench/combine_all_score_plateau_s0,36,3,6,0,6862,0.23469323137618503,1.0,1.0,1.0,1.0,0.007444168734491315,0.2,0.0,2,0,3,2,0.0,0,59,15,51,4,4,5,5,False,0.3
qwen3-8b,ifbench,original,budget_proportional,accepted,P3_result/phase_a_main/ifbench/original_budget_proportional_s0,27,3,5,0,424,0.8130474783783602,1.0,0.6538461538461539,1.0,0.6538461538461539,0.0,0.0,0.0,2,0,5,0,0.0,0,22,15,10,5,5,5,5,False,0.5
qwen3-8b,ifbench,original,budget_proportional,accepted,P3_result/phase_a_main/ifbench/original_budget_proportional_s0,31,2,7,0,345,0.7219280948873623,0.0,0.7445704003598741,0.7445704003598741,1.0,0.0,0.0,0.0,2,0,3,2,0.0,1,20,8,20,5,5,5,5,False,0.3
qwen3-8b,ifbench,original,budget_proportional,accepted,P3_result/phase_a_main/ifbench/original_budget_proportional_s0,36,5,9,0,6560,0.050798721674164604,0.0,0.3568319160257566,0.3568319160257566,1.0,0.0,0.0,0.0,2,0,3,2,0.0,0,51,10,51,5,5,5,5,False,0.3
qwen3-8b,ifbench,original,immediate,accepted,P3_result/phase_a_main/ifbench/original_immediate_s0,21,3,4,0,214,0.7219280948873623,0.0,0.5911634674983571,0.5911634674983571,1.0,0.0,0.0,0.0,2,0,3,2,0.0,4,15,14,15,5,5,5,5,False,0.3
qwen3-8b,ifbench,original,immediate,accepted,P3_result/phase_a_main/ifbench/original_immediate_s0,27,5,6,0,214,0.7219280948873623,0.0,0.7150275275275275,1.0,0.7150275275275275,0.0,0.0,0.0,3,0,3,2,0.0,0,15,15,8,4,4,5,5,False,0.3
qwen3-8b,ifbench,original,immediate,accepted,P3_result/phase_a_main/ifbench/original_immediate_s0,30,1,8,0,333,0.8366407419411673,0.0,0.7202951824004455,0.7202951824004455,1.0,0.0,0.0,0.0,2,0,3,2,0.0,2,15,9,15,4,4,5,5,False,0.3
qwen3-8b,ifbench,original,immediate,accepted,P3_result/phase_a_main/ifbench/original_immediate_s0,36,7,9,2,204,0.9320201587042913,1.0,0.664630241780341,0.664630241780341,0.7445704003598741,0.0,0.0,0.0,4,0,3,2,0.0,3,16,15,15,4,4,5,5,False,0.3
qwen3-8b,ifbench,original,score_plateau,accepted,P3_result/phase_a_main/ifbench/original_score_plateau_s0,36,5,6,0,221,0.9852281360342515,0.0,0.6276403369542007,0.6276403369542007,1.0,0.0,0.0,0.5,3,0,3,2,0.0,19,14,129,14,4,4,5,5,False,0.3
qwen3-8b,ifbench,original,score_plateau,accepted,P3_result/phase_a_main/ifbench/original_score_plateau_s0,57,3,10,0,6310,0.08650421412134598,0.0,0.5484049679735913,0.5484049679735913,1.0,0.0,0.0,0.0,4,0,3,2,0.0,0,90,15,90,5,5,5,5,False,0.3
qwen3-8b,hotpotqa,combine_all,budget_proportional,accepted,P4_result/phase_a_main/hotpotqa/combine_all_budget_proportional_s0,112,3,8,0,1010,0.5961959795072822,0.946394630357186,0.6146428571428572,0.8229166666666666,0.6146428571428572,0.0,0.0,0.25,2,0,3,2,0.0,0,66,52,22,5,5,5,5,False,0.3
qwen3-8b,hotpotqa,combine_all,budget_proportional,accepted,P4_result/phase_a_main/hotpotqa/combine_all_budget_proportional_s0,121,10,11,0,1622,0.8128720684437298,0.946394630357186,0.6325000000000001,0.6325000000000001,0.9981527093596059,0.003590664272890485,0.0,0.25,4,0,3,2,0.0,0,94,35,80,5,5,5,5,False,0.3
qwen3-8b,hotpotqa,combine_all,budget_proportional,accepted,P4_result/phase_a_main/hotpotqa/combine_all_budget_proportional_s0,185,9,15,0,1817,0.9971738343073082,0.946394630357186,0.7947114138130472,0.7947114138130472,1.0,0.0035398230088495575,0.0,0.25,4,0,3,2,0.0,0,105,66,76,5,5,5,5,False,0.3
qwen3-8b,hotpotqa,combine_all,budget_proportional,accepted,P4_result/phase_a_main/hotpotqa/combine_all_budget_proportional_s0,187,10,15,0,1862,0.9122828071055981,1.0,0.6135825139772508,0.6135825139772508,1.0,0.0032626427406199023,0.0,0.0,4,0,3,2,0.0,0,105,35,76,5,5,5,5,False,0.3
qwen3-8b,hotpotqa,combine_all,immediate,accepted,P4_result/phase_a_main/hotpotqa/combine_all_immediate_s0,33,3,4,0,1472,0.9431858609667473,0.946394630357186,0.8163076923076923,0.8163076923076923,1.0,0.004032258064516129,0.0,0.5,3,0,3,2,0.0,0,98,58,78,5,5,5,5,False,0.3
qwen3-8b,hotpotqa,combine_all,immediate,accepted,P4_result/phase_a_main/hotpotqa/combine_all_immediate_s0,118,3,6,0,1075,0.9542275555080525,0.946394630357186,0.7980769230769231,0.8125,0.7980769230769231,0.0,0.0,0.5,2,0,4,1,0.0,0,72,58,53,5,5,5,5,False,0.4
qwen3-8b,hotpotqa,combine_all,immediate,accepted,P4_result/phase_a_main/hotpotqa/combine_all_immediate_s0,131,6,8,0,1907,0.844644843600317,0.946394630357186,0.5961538461538461,0.5961538461538461,0.9989285714285714,0.0,0.0,0.25,5,0,3,2,0.0,0,122,53,107,5,5,5,5,False,0.3
qwen3-8b,hotpotqa,combine_all,immediate,accepted,P4_result/phase_a_main/hotpotqa/combine_all_immediate_s0,225,9,11,0,2784,0.9389031267854695,0.946394630357186,0.7980769230769231,0.9993827160493827,0.7980769230769231,0.0,0.0,0.25,6,0,3,2,0.0,0,155,122,85,5,5,5,5,False,0.3
qwen3-8b,hotpotqa,combine_all,immediate,accepted,P4_result/phase_a_main/hotpotqa/combine_all_immediate_s0,259,7,12,3,2238,0.9968519255971731,0.946394630357186,0.7975560897435897,0.7975560897435897,1.0,0.0,0.0,0.25,7,0,3,2,0.0,0,155,72,155,5,5,5,5,False,0.3
qwen3-8b,hotpotqa,combine_all,immediate,accepted,P4_result/phase_a_main/hotpotqa/combine_all_immediate_s0,266,11,13,1,945,0.7441265110103006,0.946394630357186,0.7903225806451613,0.7903225806451613,0.8,0.0,0.0,0.5,4,0,3,2,0.0,0,88,85,56,5,5,5,5,False,0.3
qwen3-8b,hotpotqa,combine_all,score_plateau,accepted,P4_result/phase_a_main/hotpotqa/combine_all_score_plateau_s0,167,3,12,0,1415,0.9980008838722995,1.0,0.6146428571428572,0.6191626409017713,0.6146428571428572,0.0,0.0,0.0,2,0,5,0,0.0,0,83,52,42,5,5,5,5,False,0.5
qwen3-8b,hotpotqa,combine_all,score_plateau,accepted,P4_result/phase_a_main/hotpotqa/combine_all_score_plateau_s0,181,6,14,0,1648,0.9967183498157439,0.946394630357186,0.7936347926267281,0.7936347926267281,1.0,0.003436426116838488,0.0,0.5,3,0,3,2,0.0,0,93,63,68,5,5,5,5,False,0.3
qwen3-8b,hotpotqa,combine_all,score_plateau,accepted,P4_result/phase_a_main/hotpotqa/combine_all_score_plateau_s0,207,6,12,0,1694,0.8635856154981144,1.0,0.8138067502986858,0.8138067502986858,0.8200000000000001,0.0033003300330033004,0.0,0.25,3,0,3,2,0.0,0,95,63,42,5,5,5,5,False,0.3
qwen3-8b,hotpotqa,original,budget_proportional,accepted,P4_result/phase_a_main/hotpotqa/original_budget_proportional_s0,112,3,8,0,1010,0.5961959795072822,0.946394630357186,0.6146428571428572,0.8229166666666666,0.6146428571428572,0.0,0.0,0.25,2,0,3,2,0.0,0,66,52,22,5,5,5,5,False,0.3
qwen3-8b,hotpotqa,original,budget_proportional,accepted,P4_result/phase_a_main/hotpotqa/original_budget_proportional_s0,119,9,10,8,745,0.8631205685666311,1.0,0.6080699927281785,1.0,0.6080699927281785,0.0,0.0,0.5,3,0,3,2,0.0,3,66,66,35,5,5,5,5,False,0.3
qwen3-8b,hotpotqa,original,immediate,accepted,P4_result/phase_a_main/hotpotqa/original_immediate_s0,33,3,4,0,1140,0.983833334733701,1.0,0.6243269082330087,0.6243269082330087,1.0,0.0,0.0,0.5,3,0,3,2,0.0,2,78,58,78,5,5,5,5,False,0.3
qwen3-8b,hotpotqa,original,immediate,accepted,P4_result/phase_a_main/hotpotqa/original_immediate_s0,51,5,6,0,1140,0.2690553027246507,0.8112781244591328,0.47229070172436105,1.0,0.47229070172436105,0.0,0.0,0.25,4,0,3,2,0.0,1,78,78,16,5,5,5,5,False,0.3
qwen3-8b,hotpotqa,original,immediate,accepted,P4_result/phase_a_main/hotpotqa/original_immediate_s0,53,7,8,0,1402,0.5227499603537409,0.8112781244591328,0.47229070172436105,0.7867647058823529,0.47229070172436105,0.0,0.0,0.0,5,0,3,2,0.0,0,92,78,30,5,5,5,5,False,0.3
qwen3-8b,hotpotqa,original,immediate,accepted,P4_result/phase_a_main/hotpotqa/original_immediate_s0,56,3,6,0,517,0.8699155297736259,0.946394630357186,0.7980769230769231,0.8084914751958059,0.7980769230769231,0.0,0.0,0.5,2,0,3,2,0.0,11,35,58,16,5,5,5,5,False,0.3
qwen3-8b,hotpotqa,original,immediate,accepted,P4_result/phase_a_main/hotpotqa/original_immediate_s0,60,10,11,3,457,0.4609265212717099,0.8112781244591328,0.4151351629516743,0.8084914751958059,0.4151351629516743,0.0,0.0,0.0,7,0,3,2,0.0,6,77,98,35,5,5,5,5,False,0.3
qwen3-8b,hotpotqa,original,immediate,accepted,P4_result/phase_a_main/hotpotqa/original_immediate_s0,66,9,14,0,1402,0.18999075553626754,0.0,0.26182286304772373,1.0,0.26182286304772373,0.0,0.0,0.0,6,0,3,2,0.0,2,92,92,39,5,5,5,5,False,0.3
qwen3-8b,hotpotqa,original,immediate,accepted,P4_result/phase_a_main/hotpotqa/original_immediate_s0,89,11,17,0,771,0.9476787465325341,0.946394630357186,0.7890625,0.7890625,0.8084914751958059,0.0,0.0,0.5,3,0,4,1,0.0,10,49,35,71,5,5,5,5,False,0.4
qwen3-8b,hotpotqa,original,score_plateau,accepted,P4_result/phase_a_main/hotpotqa/original_score_plateau_s0,167,3,12,0,1415,0.9980008838722995,1.0,0.6146428571428572,0.6191626409017713,0.6146428571428572,0.0,0.0,0.0,2,0,5,0,0.0,0,83,52,42,5,5,5,5,False,0.5
qwen3-8b,hotpotqa,original,score_plateau,accepted,P4_result/phase_a_main/hotpotqa/original_score_plateau_s0,181,6,14,0,1121,0.9943766625699826,1.0,0.577091365855191,0.577091365855191,1.0,0.0,0.0,0.5,3,0,3,2,0.0,8,68,63,68,5,5,5,5,False,0.3
qwen3-8b,hotpotqa,original,score_plateau,accepted,P4_result/phase_a_main/hotpotqa/original_score_plateau_s0,189,6,16,0,1500,0.9981376347939289,0.946394630357186,0.6119505494505495,0.6119505494505495,0.8043478260869565,0.0,0.0,0.25,3,0,3,2,0.0,0,93,63,69,5,5,5,5,False,0.3
gpt-4.1-mini,musique,combine_all,budget_proportional,accepted,runs/musique/gpt41mini/combine_all_budget_proportional_s0,87,3,5,0,1475,0.8290057204545628,1.0,0.7692708333333333,0.7692708333333333,0.7708333333333334,0.003472222222222222,0.0,0.25,2,0,4,1,0.0,0,82,44,44,5,5,5,5,False,0.4
gpt-4.1-mini,musique,combine_all,budget_proportional,accepted,runs/musique/gpt41mini/combine_all_budget_proportional_s0,128,5,8,0,1190,0.99473723787795,0.946394630357186,0.7619047619047619,0.7619047619047619,0.7708333333333334,0.0,0.0,0.5,2,0,3,2,0.0,0,60,44,43,5,5,5,5,False,0.3
gpt-4.1-mini,musique,combine_all,budget_proportional,accepted,runs/musique/gpt41mini/combine_all_budget_proportional_s0,157,3,10,0,1963,0.8870438912761542,0.946394630357186,0.7727272727272727,0.7727272727272727,0.9973809523809524,0.0027247956403269754,0.0,0.25,4,0,3,2,0.0,0,100,44,62,5,5,5,5,False,0.3
gpt-4.1-mini,musique,combine_all,budget_proportional,accepted,runs/musique/gpt41mini/combine_all_budget_proportional_s0,161,7,11,5,1600,0.9044915760212316,0.946394630357186,0.848677829423529,0.848677829423529,0.9995059288537549,0.0,0.0,0.25,5,0,3,2,0.0,0,123,68,100,5,5,5,5,False,0.3
gpt-4.1-mini,musique,combine_all,budget_proportional,accepted,runs/musique/gpt41mini/combine_all_budget_proportional_s0,176,6,11,1,2604,0.7643929950664724,0.946394630357186,0.9941761363636363,0.9941761363636363,1.0,0.0,0.0,0.25,5,0,4,1,0.0,0,119,82,100,5,5,5,5,False,0.4
gpt-4.1-mini,musique,combine_all,budget_proportional,accepted,runs/musique/gpt41mini/combine_all_budget_proportional_s0,182,6,8,0,2346,0.8874177937571575,0.946394630357186,0.7702976190476191,1.0,0.7702976190476191,0.0,0.0,0.25,3,0,3,2,0.0,0,99,82,43,5,5,5,5,False,0.3
gpt-4.1-mini,musique,combine_all,immediate,accepted,runs/musique/gpt41mini/combine_all_immediate_s0,42,2,3,0,1341,0.8495696046822366,0.946394630357186,0.7941176470588235,0.9987903225806452,0.7941176470588235,0.0033613445378151263,0.0,0.5,2,0,3,2,0.0,0,69,44,33,5,5,5,5,False,0.3
gpt-4.1-mini,musique,combine_all,immediate,accepted,runs/musique/gpt41mini/combine_all_immediate_s0,46,3,5,0,1532,0.810282459355125,0.946394630357186,0.7941176470588235,0.7941176470588235,0.9989130434782609,0.004531722054380665,0.0,0.5,3,0,4,1,0.0,0,79,33,54,5,5,5,5,False,0.4
gpt-4.1-mini,musique,combine_all,immediate,accepted,runs/musique/gpt41mini/combine_all_immediate_s0,49,6,7,2,1848,0.9197487733659859,0.946394630357186,0.8535664758747864,0.8535664758747864,1.0,0.0,0.0,0.5,4,0,3,2,0.0,0,101,79,73,5,5,5,5,False,0.3
gpt-4.1-mini,musique,combine_all,immediate,accepted,runs/musique/gpt41mini/combine_all_immediate_s0,91,7,11,2,1630,0.8816305484974744,1.0,0.7910144927536232,0.7910144927536232,0.8535664758747864,0.0,0.0,0.25,4,0,5,0,0.0,0,124,73,78,5,5,5,5,False,0.5
gpt-4.1-mini,musique,combine_all,immediate,accepted,runs/musique/gpt41mini/combine_all_immediate_s0,98,7,11,0,2752,0.898590488594246,0.946394630357186,0.7910144927536232,0.7910144927536232,1.0,0.0,0.2,0.25,4,1,3,1,0.0,0,143,73,78,5,5,5,5,False,0.5
gpt-4.1-mini,musique,combine_all,immediate,accepted,runs/musique/gpt41mini/combine_all_immediate_s0,113,14,15,0,3182,0.6059572707066203,0.946394630357186,0.5845527866318941,1.0,0.5845527866318941,0.0,0.0,0.25,5,0,4,1,0.0,0,167,143,32,5,5,5,5,False,0.4
gpt-4.1-mini,musique,combine_all,immediate,accepted,runs/musique/gpt41mini/combine_all_immediate_s0,129,11,15,0,1744,0.6838320747188813,0.946394630357186,0.5845527866318941,1.0,0.5845527866318941,0.004207573632538569,0.0,0.25,4,0,3,2,0.0,0,102,78,32,5,5,5,5,False,0.3
gpt-4.1-mini,musique,combine_all,immediate,accepted,runs/musique/gpt41mini/combine_all_immediate_s0,147,14,18,11,2478,0.8272700511718621,0.946394630357186,1.0,1.0,1.0,0.0,0.0,0.5,5,0,3,2,0.0,0,168,143,102,5,5,5,5,False,0.3
gpt-4.1-mini,musique,combine_all,score_plateau,accepted,runs/musique/gpt41mini/combine_all_score_plateau_s0,62,3,4,0,977,0.7225547072569756,0.946394630357186,0.7661290322580645,0.8043478260869565,0.7661290322580645,0.0,0.0,0.5,2,0,3,2,0.0,0,58,27,39,5,5,5,5,False,0.3
gpt-4.1-mini,musique,combine_all,score_plateau,accepted,runs/musique/gpt41mini/combine_all_score_plateau_s0,195,10,16,0,1860,0.7829164122081546,0.946394630357186,0.5674683179723502,0.5674683179723502,0.7661290322580645,0.002688172043010753,0.0,0.0,3,0,4,1,0.0,0,110,46,72,5,5,5,5,False,0.4
gpt-4.1-mini,musique,original,budget_proportional,accepted,runs/musique/gpt41mini/original_budget_proportional_s0,62,3,4,0,977,0.7225547072569756,0.946394630357186,0.7661290322580645,0.8043478260869565,0.7661290322580645,0.0,0.0,0.5,2,0,3,2,0.0,0,58,27,39,5,5,5,5,False,0.3
gpt-4.1-mini,musique,original,budget_proportional,accepted,runs/musique/gpt41mini/original_budget_proportional_s0,86,3,9,0,940,0.7297817149734313,0.946394630357186,0.7647058823529411,0.7647058823529411,0.7661290322580645,0.0,0.0,0.5,2,0,3,2,0.0,0,56,27,37,5,5,5,5,False,0.3
gpt-4.1-mini,musique,original,budget_proportional,accepted,runs/musique/gpt41mini/original_budget_proportional_s0,100,3,5,0,1153,0.6408303037700313,0.946394630357186,0.5728021978021978,0.5728021978021978,0.7661290322580645,0.0,0.0,0.25,2,0,3,2,0.0,0,68,27,49,5,5,5,5,False,0.3
gpt-4.1-mini,musique,original,budget_proportional,accepted,runs/musique/gpt41mini/original_budget_proportional_s0,120,2,6,0,1174,0.5961959795072822,0.946394630357186,0.5347222222222222,0.5347222222222222,0.8035714285714286,0.0,0.0,0.25,2,0,3,2,0.0,0,66,22,48,5,5,5,5,False,0.3
gpt-4.1-mini,musique,original,budget_proportional,accepted,runs/musique/gpt41mini/original_budget_proportional_s0,133,9,14,0,1174,0.3712323266408757,0.8112781244591328,0.4004079136546852,0.4004079136546852,1.0,0.0,0.0,0.25,3,0,3,2,0.0,2,66,37,66,5,5,5,5,False,0.3
gpt-4.1-mini,musique,original,budget_proportional,accepted,runs/musique/gpt41mini/original_budget_proportional_s0,137,2,9,0,924,0.7145614986024135,0.946394630357186,0.7647058823529411,0.7647058823529411,0.8035714285714286,0.0,0.0,0.5,2,0,3,2,0.0,0,55,22,37,5,5,5,5,False,0.3
gpt-4.1-mini,musique,original,immediate,accepted,runs/musique/gpt41mini/original_immediate_s0,31,1,3,0,1073,0.6979696956001991,0.946394630357186,0.582983193277311,0.582983193277311,0.7708333333333334,0.0,0.0,0.25,2,0,4,1,0.0,0,57,29,32,5,5,5,5,False,0.4
gpt-4.1-mini,musique,original,immediate,accepted,runs/musique/gpt41mini/original_immediate_s0,47,3,5,0,1053,0.9607621910361128,0.946394630357186,0.7692307692307693,0.7692307692307693,0.7794117647058824,0.0,0.0,0.5,2,0,4,1,0.0,0,54,32,44,5,5,5,5,False,0.4
gpt-4.1-mini,musique,original,immediate,accepted,runs/musique/gpt41mini/original_immediate_s0,78,4,6,0,1483,0.9946216514533672,0.946394630357186,0.7692307692307693,0.7692307692307693,0.7708333333333334,0.0,0.0,0.5,3,0,4,1,0.0,0,75,57,54,5,5,5,5,False,0.4
